編號,車位類別,車位價格,車位面積平方公尺
RPTPNLSJQHLFFBA68CA,坡道平面,2600000,33.70
RPUPNLSJQHLFFBA78CA,坡道平面,2200000,33.70
RPWPNLSJQHLFFBA98CA,坡道機械,1500000,16.85
RPPQNLSJQHLFFBA38CA,坡道平面,2400000,33.70
RPRQNLSJQHLFFBA58CA,坡道平面,2100000,33.70
RPTQNLSJQHLFFBA78CA,坡道平面,2300000,33.70
RPUQNLSJQHLFFBA88CA,坡道平面,2200000,33.70
RPWQNLSJQHLFFBA09CA,坡道平面,2250000,33.70
RPQRNLSJQHLFFBA58CA,坡道平面,2100000,33.70
RPRRNLSJQHLFFBA68CA,坡道平面,2500000,33.70
RPSRNLSJQHLFFBA78CA,坡道平面,2350000,33.70
RPURNLSJQHLFFBA98CA,坡道平面,2100000,33.70
RPWRNLSJQHLFFBA56CA,坡道平面,1900000,33.70
RPXRNLSJQHLFFBA66CA,坡道平面,2900000,33.70
RPOSNLSJQHLFFBA48CA,坡道平面,2700000,33.70
RPOSNLSJQHLFFBA48CA,坡道平面,2700000,33.70
RPPSNLSJQHLFFBA58CA,坡道平面,2200000,33.70
RPWNOLSJQHLFFBA88CA,坡道平面,1800000,33.70
RPTOMLLKQHLFFBA87CA,坡道平面,2600000,33.70
RPWOMLLKQHLFFBA18CA,坡道平面,1600000,33.70
RPOPMLLKQHLFFBA47CA,坡道平面,2500000,33.70
RPPPMLLKQHLFFBA57CA,坡道平面,2500000,33.70
RPQPMLLKQHLFFBA67CA,坡道平面,2500000,33.70
RPSPMLLKQHLFFBA87CA,坡道平面,2000000,33.70
RPTPMLLKQHLFFBA97CA,坡道平面,2000000,33.70
RPUPMLLKQHLFFBA08CA,坡道平面,1800000,33.70
RPVPMLLKQHLFFBA18CA,坡道平面,2100000,33.70
RPWPMLLKQHLFFBA28CA,坡道平面,2350000,33.70
RPXPMLLKQHLFFBA38CA,坡道平面,2500000,33.70
RPOQMLLKQHLFFBA57CA,坡道平面,2200000,33.70
RPPQMLLKQHLFFBA67CA,坡道機械,1100000,16.85
RPQQMLLKQHLFFBA77CA,坡道平面,2300000,33.70
RPRQMLLKQHLFFBA87CA,坡道平面,2100000,33.70
RPSQMLLKQHLFFBA97CA,坡道平面,2000000,33.70
RPUQMLLKQHLFFBA18CA,坡道平面,1800000,33.70
RPXQMLLKQHLFFBA48CA,坡道機械,1500000,16.85
RPPRMLLKQHLFFBA77CA,坡道平面,2800000,33.70
