¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï¶ê³q¸ô296«Ñ1~30¸¹,23.54,¦í,,,1050527,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050104,204.07999999999998,3,2,2,¦³,¦³,19800000,113266,©Y¹D¥­­±,47.81,2100000,,RPXOMLSJPHLFFHF27CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¥Ã©M°Ï¤¤¤s¸ô¤@¬q31~60¸¹,4.66,°Ó,,,1050617,¤g¦a2«Øª«1¨®¦ì0,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0990910,64.68,2,2,1,¦³,¦³,11600000,179344,,0.0,0,,RPSPMLLKPHLFFHF88CA
¤¤©M°Ï,¨®¦ì,·s¥_¥«¤¤©M°Ï¤¤¤s¸ô¤G¬q301~330¸¹,0.67,¤u,,,1050604,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,17.43,0,0,0,¦³,¦³,900000,,©Y¹D¾÷±ñ,17.43,900000,,RPQNMLMKPHLFFHF58CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¥Ã©M°Ï¥Ã©M¸ô¤@¬q1~30¸¹,14.88,°Ó,,,1050623,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770113,119.94,4,2,2,¦³,¦³,19000000,158413,,0.0,0,,RPSOMLMKPHLFFHF88CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¥Ã©M°Ï±o©M¸ô42«Ñ1~30¸¹,21.34,¦í,,,1050515,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700829,125.91999999999999,3,2,2,¦³,¦³,15600000,123888,,0.0,0,,RPUPMLPJPHLFFHF76CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¤¤¥¿¸ô151~180¸¹,8.77,¦í,,,1050530,¤g¦a2«Øª«1¨®¦ì0,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940805,84.96000000000001,1,2,1,¦³,¦³,9400000,110640,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXNMLRJPHLFFHF07CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¥Ã©M°Ï¤¯·R¸ô91~120¸¹,16.47,¦í,,,1050613,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1021008,190.45,3,2,2,¦³,¦³,32700000,196815,©Y¹D¥­­±,35.99,2300000,,RPQPMLRJPHLFFHF56CA
¤¤©M°Ï,¨®¦ì,·s¥_¥«¤¤©M°Ï¤¤¥¿¸ô151~180¸¹,0.06,¦í,,,1050603,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,37.05,0,0,0,¦³,¦³,1750000,,©Y¹D¥­­±,37.05,1750000,,RPUQMLQJPHLFFHF96CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï¤¤¤s¸ô¤G¬q271~300¸¹,19.28,¦í,,,1050607,¤g¦a1«Øª«2¨®¦ì2,¥|¼h,¤Q¤­¼h,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0820814,199.44,0,0,0,µL,¦³,18300000,91757,¤É­°¾÷±ñ,0.0,0,,RPXNMLKLPHLFFHF56CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°ÏµØ·sµó143«Ñ11§Ë1~30¸¹,22.93,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¤­¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0700408,81.27,3,1,1,¦³,µL,9500000,116894,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«:³»¼Ó,RPRNMLLLPHLFFHF68CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤¤©M°Ï¤¤¤s¸ô¤G¬q3«Ñ31~60¸¹,19.78,¦í,,,1050430,¤g¦a1«Øª«1¨®¦ì0,¤T¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0651019,59.88,2,1,1,¦³,µL,6400000,106880,,0.0,0,,RPQOMLSLPHLFFHF76CA
¥Ã©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¥Ã©M°ÏºÖ©M¸ô1~30¸¹,13.32,¦í,,,1050617,¤g¦a4«Øª«1¨®¦ì1,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0931029,143.93,2,1,1,¦³,¦³,17000000,118113,©Y¹D¥­­±,40.4,0,,RPSOMLSLPHLFFHF96CA
¤¤©M°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤¤©M°Ï¶ê³q¸ô296«Ñ1~30¸¹,20.55,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050104,162.61,3,2,2,¦³,¦³,17300000,111744,©Y¹D¾÷±ñ,23.9,1800000,,RPRNMLMJQHLFFHF68CA
Åaºq°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Åaºq°Ï¼w©÷µó197«Ñ61~90¸¹,96.24,¦í,,,1050623,¤g¦a4«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1011113,217.98,4,2,4,¦³,¦³,16000000,73401,,0.0,0,®æ§½¸É¥R¡G¤@¼Ó¥i·í¨®¦ì¡B¤G¼Ó¬O«ÈÆU.À\ÆU.¼p©Ð.¥b®M½Ã¯D¡B¤T¼Ó¤G¶¡®M©Ð.¤G­Ó½Ã¯D©Î¬O¤@­Ó¤j¥Dª×©Ð¡B¥|¼Ó¤G­Ó©Ð¶¡¤@­Ó½Ã¯D¡B«Î¬ð¡G¥i·í¯«©úÆU,RPSNMLQJPHLFFIF56CA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T®l°Ï¥ú©ú¸ô69«Ñ31~60¸¹,13.72,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821026,92.89,3,1,1,¦³,µL,5050000,54365,,0.0,0,,RPWNMLLKPHLFFIF56CA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T®l°Ï·ËªF¸ô61~90¸¹,40.1,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050512,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820219,143.26,3,2,2,¦³,¦³,4500000,31411,,0.0,0,¦a¤U¤@¼Ó¨®¦ìÄÝ©ó¤ÀºÞ¬ù©w¥»¶R½æÄÝ-->½æ²M   ¤g¦a¼W­Èµ|¥Ñ¶R¤èÃº¯Ç,RPROMLLKPHLFFIF78CA
¤T®l°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T®l°Ï¾Ç¦¨¸ô241~270¸¹,6.01,¦í,,,1050524,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951117,42.620000000000005,1,0,1,¦³,¦³,3530000,82825,,0.0,0,,RPRNMLNKPHLFFIF88CA
¾ðªL°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¾ðªL°Ï¥ú¿³µó301~330¸¹,45.0,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050604,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤G¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,,59.58,1,1,1,¦³,µL,1337100,22442,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQOMLNKPHLFFIF88CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï±d¹çµó721~750¸¹,19.51,¨ä¥L,,,1050525,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980526,100.0,1,2,1,¦³,¦³,9600000,96000,,0.0,0,,RPPNMLOKPHLFFDF28CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¦Á¤î°Ï¤¯·R¸ô91~120¸¹,19.0,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851119,117.28,3,2,2,¦³,¦³,10900000,92940,,0.0,0,,RPWOMLNKPHLFFDF98CA
¦Á¤î°Ï,¨®¦ì,·s¥_¥«¦Á¤î°Ï¼Ì¾ð¤G¸ô241~270¸¹,0.47,¦í,,,1050621,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,36.92,0,0,0,¦³,¦³,1650000,,©Y¹D¥­­±,36.92,1650000,,RPQPMLTKPHLFFDF09CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¬Kµó85«Ñ1~30¸¹,46.41,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050406,246.88,4,2,2,¦³,¦³,12800000,53252,©Y¹D¥­­±,27.17,1100000,"¦X«Ø¤À°â:°±¨®¦ì(¤g¦a:418000,«Øª«:682000)",RPRRMLPJPHLFFEF98CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¤¤¤s¥_¸ô¤@¬q241~270¸¹,2.6,¦í,,,1050612,¤g¦a2«Øª«1¨®¦ì0,¤Q¤@¼h,¤T¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0880811,41.6,1,1,1,¦³,¦³,2450000,58894,,0.0,0,,RPTRMLQJPHLFFEF66CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï¤¤¿³¨½­^±M¸ô65«Ñ1~30¸¹,19.25,¦í,,,1050531,¤g¦a2«Øª«1¨®¦ì1,¤@¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0961026,168.53,3,1,2,¦³,¦³,14000000,83071,©Y¹D¥­­±,32.29,0,¥»¶R½æ®×¥ó«YÄÝ¤G¿Ëµ¥¶¡¯S®í¥æ©ö¡A¨ä¥æ©ö»ù®æ¥i¯à²§©ó¥«³õ¥¿±`¥æ©ö»ù®æ¡C,RPWSMLQJPHLFFEF07CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¾H¤½¸ô1~30¸¹,15.34,¦í,,,1050530,¤g¦a2«Øª«1¨®¦ì0,¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0890728,71.41,1,1,1,¦³,¦³,5200000,72819,,0.0,0,,RPPPMLNKPHLFFEF48CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¬Kµó121~150¸¹,24.49,¦í,,,1050612,¤g¦a2«Øª«1¨®¦ì1,¤Q¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030423,162.6,3,2,2,¦³,¦³,10000000,61501,©Y¹D¥­­±,31.83,0,,RPSPMLRJPHLFFEF09CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°ÏÀØ®ü¸ô¤@¬q306«Ñ9§Ë31~60¸¹,22.44,¦í,,,1050609,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020902,154.95,3,2,2,¦³,¦³,9000000,58083,©Y¹D¥­­±,25.69,0,,RPUPMLRJPHLFFEF66CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¨F±[¸ô1~30¸¹,6.61,°Ó,,,1050609,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0861117,77.9,2,1,1,¦³,¦³,4060000,52118,,0.0,0,,RPOPMLPKPHLFFEF58CA
Âù·Ë°Ï,¤g¦a,¥Û†Ã¬q601~630¦a¸¹,1003.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1050624,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,361080,360,,0.0,0,,RPPNMLQJPHLFFFF58CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤¤¥¿¥_¸ô315«Ñ1~30¸¹,111.0,¤u,,,1050602,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0730131,256.11,3,3,3,¦³,µL,11000000,42950,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPPMLPJPHLFFGF78CA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«Äª¬w°Ï¥úµØ¸ô46«Ñ1~30¸¹,22.79,¦í,,,1050605,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤K¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870122,140.12,3,1,2,¦³,¦³,13800000,98487,©Y¹D¥­­±,0.0,0,,RPQOMLMKPHLFFGF58CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤T­«°Ï¶°­^¸ô91~120¸¹,19.74,°Ó,,,1050615,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040702,180.4,3,2,2,¦³,¦³,21900000,132979,©Y¹D¥­­±,30.0,1900000,,RPPOMLQJPHLFFGF78CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤T©M¸ô¤G¬q61~90¸¹,4.8,°Ó,,,1050608,¤g¦a1«Øª«2¨®¦ì0,¤K¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830304,39.150000000000006,0,0,0,µL,µL,4050000,103448,,0.0,0,,RPRPMLPJPHLFFGF98CA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«Äª¬w°Ï¤EË|µó139«Ñ1~30¸¹,35.2,¦í,,,1050517,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780418,121.83,3,1,2,¦³,µL,10000000,82082,,0.0,0,,RPPNMLQJPHLFFGF68CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¦¨¥\¸ô31~60¸¹,4.9,°Ó,,,1050611,¤g¦a2«Øª«1¨®¦ì0,¤Q¥|¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0890630,73.63,2,2,1,¦³,¦³,10500000,142605,,0.0,0,,RPROMLLKPHLFFGF58CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¥Áµó19«Ñ61~90¸¹,17.56,¦í,,,1050616,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891027,109.15,2,1,1,¦³,¦³,7250000,66422,©Y¹D¥­­±,30.05,0,,RPSPMLSLPHLFFEF76CA
²H¤ô°Ï,¨®¦ì,·s¥_¥«²H¤ô°Ï¾Ç©²¸ô136«Ñ61~90¸¹,0.0,,,,1050623,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,39.34,0,0,0,¦³,µL,1500000,,©Y¹D¥­­±,39.34,1500000,,RPSQMLTLPHLFFEF96CA
¤TªÛ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤TªÛ°Ï²L¤ôÆWµó1~30¸¹,22.86,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050613,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860611,131.37,1,1,1,¦³,¦³,3500000,26642,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡CÅvª¬©W¼Æ§tÅS¥x20.22©W¡C,RPQOMLMJQHLFFEF38CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï®r³»¤T¸ô151~180¸¹,20.73,¦í,,,1050616,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050420,165.76,3,2,2,¦³,¦³,8000000,47803,©Y¹D¥­­±,23.51,1200000,,RPVOMLMJQHLFFEF88CA
¤TªÛ°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¤TªÛ°Ï©¾§µµó1~30¸¹,14.98,¦í,,,1050617,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860424,95.0,2,1,1,¦³,¦³,2650000,27895,©Y¹D¾÷±ñ,0.0,0,,RPOOMLMJQHLFFEF18CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¾ð±ö§|31~60¸¹,13.86,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050610,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0721129,108.96,2,2,2,¦³,¦³,9700000,89023,,0.0,0,,RPSSMLNJQHLFFEF09CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¾H¤½¸ô31«Ñ1~30¸¹,30.6,¦í,,,1050617,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780707,110.53,4,0,4,¦³,µL,4500000,40713,,0.0,0,,RPXOMLRLPHLFFEF07CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¥«¤@¸ô¤@¬q331~360¸¹,22.02,¦í,,,1050521,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040819,128.77,2,1,1,¦³,¦³,6960000,57456,©Y¹D¥­­±,27.65,1150000,,RPXPMLKLPHLFFEF09CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¥«¤@¸ô¤@¬q331~360¸¹,22.02,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040819,130.73000000000002,2,1,1,¦³,¦³,8190000,67642,©Y¹D¥­­±,29.61,1350000,,RPOQMLKLPHLFFEF28CA
¤TªÛ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤TªÛ°Ï²L¤ôÆWµó1~30¸¹,28.7,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1050620,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860508,101.72,2,1,1,¦³,µL,5600000,55053,,0.0,0,,RPORMLKLPHLFFEF38CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¤¯·Rµó445«Ñ1~30¸¹,26.0,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡A¶§¥x,¤T¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0630914,69.48,2,2,2,¦³,µL,6100000,87795,,0.0,0,,RPQOMLLKPHLFFGF48CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¥¿¸q¥_¸ô338«Ñ31~60¸¹,21.63,¦í,,,1050616,¤g¦a1«Øª«1¨®¦ì0,¤T¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0650806,80.0,2,1,1,¦³,µL,3350000,41875,,0.0,0,¤÷¤l¶¡¶R½æ,RPXOMLRJPHLFFGF07CA
¤T­«°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤T­«°Ï¥¿¸q¥_¸ô338«Ñ31~60¸¹,25.0,¦í,,,1050516,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,0650806,74.0,1,1,1,¦³,µL,12400000,167568,,0.0,0,,RPSNMLQJPHLFFGF98CA
Äª¬w°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«Äª¬w°Ï¥ú´_¸ô77«Ñ1~30¸¹,28.18,¦í,,,1050605,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0920814,138.64,3,2,2,¦³,¦³,15000000,108194,©Y¹D¥­­±,28.11,0,,RPSPMLNKPHLFFGF98CA
Âù·Ë°Ï,¤g¦a,¬a¸}¬q¬a¸}¤p¬q451~480¦a¸¹,1002.0,,¤s©Y¦a«O¨|°Ï,ªL·~¥Î¦a,1050620,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,190000,190,,0.0,0,¥[¤J¹A«O,RPPNMLKKQHLFFFF18CA
·çªÚ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·çªÚ°Ï³{¥Ò¸ô271~300¸¹,58.03,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,¤G¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,,74.48,2,1,1,¦³,µL,2560000,34372,,0.0,0,,RPPNMLLKPHLFFFF18CA
