¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ïºa¦¨¤@µó1~30¸¹,17.89,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0880920,167.32,4,2,2,¦³,¦³,7000000,41836,©Y¹D¥­­±,0.0,0,,RPTOMLKLPHLFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¹Ø¥Á¸ô68«Ñ1~30¸¹,32.03,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0670920,67.95,3,2,1,¦³,µL,1930000,28403,,0.0,0,,RPPPMLKLPHLFFEE18CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°ÏºaÁ`¸ô522«Ñ1~30¸¹,19.74,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800527,116.00999999999999,3,2,2,¦³,µL,3950000,34049,,0.0,0,,RPSPMLMLPHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w¤¤¸ô241~270¸¹,17.36,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040803,115.7,2,1,1,¦³,¦³,5230000,45203,©Y¹D¥­­±,22.57,0,,RPXNMLOKPHLFFEE09CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï±`¿³µó61~90¸¹,25.53,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1031110,184.95999999999998,4,1,2,¦³,¦³,8920000,48227,©Y¹D¥­­±,17.89,0,,RPQOMLLKPHLFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï±`¿³µó61~90¸¹,22.11,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1031110,160.57999999999998,3,1,2,¦³,¦³,7830000,48761,©Y¹D¥­­±,17.89,0,,RPROMLLKPHLFFEE28CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°ÏºX·£¸ô853«Ñ31~60¸¹,217.58,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020430,584.05,5,3,7,¦³,µL,33000000,56502,,0.0,0,,RPSOMLLKPHLFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï±`¿³µó61~90¸¹,21.58,°Ó,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1031110,153.3,4,1,2,¦³,¦³,7840000,51142,,0.0,0,,RPTOMLLKPHLFFEE48CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¤å¤t¸ô151~180¸¹,12.16,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨Ï¥Î°õ·Ó,0880120,132.53,3,2,2,¦³,¦³,5880000,44367,©Y¹D¥­­±,17.62,0,,RPPPMLRJPHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,23.31,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,144.60000000000002,3,2,2,¦³,µL,7980000,55187,©Y¹D¥­­±,15.19,0,,RPRPMLRJPHLFFEE88CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¹Å¼yµó31~60¸¹,16.66,°Ó,,,1050501,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨Ï¥Î°õ·Ó,0900920,137.21,3,2,2,¦³,¦³,7200000,52474,©Y¹D¥­­±,23.78,0,,RPSPMLOJPHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤g®w¸ô118«Ñ61~90¸¹,195.0,¦í,,,1050501,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0631104,85.32,3,2,2,¦³,µL,10200000,119550,,0.0,0,,RPRNMLQJPHLFFEE58CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°ÏºaÄ£µó31~60¸¹,16.57,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870319,138.34,3,2,2,¦³,¦³,6200000,44817,©Y¹D¥­­±,23.84,0,,RPSOMLPJPHLFFEE68CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï®Ê©÷µó1~30¸¹,27.6,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0690507,89.31,3,2,2,¦³,µL,1550000,17355,,0.0,0,,RPTOMLPJPHLFFEE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏªQ¦¿µó391~420¸¹,21.97,°Ó,,,1050610,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0681213,88.54,3,2,2,¦³,µL,3600000,40660,,0.0,0,,RPQNMLLJQHLFFDE97CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¼y¶³µó121~150¸¹,7.67,°Ó,,,1050527,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¼h,¤G¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841219,138.87,3,2,2,¦³,¦³,5400000,38885,,0.0,0,,RPQPMLPKPHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤j¨É¸ô121~150¸¹,18.09,¦í,,,1050603,¤g¦a1«Øª«1¨®¦ì1,¤K¼h¡A¹q±è¼Ó±è¶¡,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830622,123.72,3,2,2,¦³,¦³,4280000,34594,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSPMLPKPHLFFDE78CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô541~570¸¹,19.48,¦í,,,1050621,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040923,186.89,4,2,2,¦³,¦³,12998000,69549,©Y¹D¥­­±,23.9,0,,RPWNMLKLPHLFFDE58CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô541~570¸¹,19.48,¦í,,,1050621,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040923,186.89,4,2,2,¦³,¦³,12420000,66456,©Y¹D¥­­±,23.9,0,,RPXNMLKLPHLFFDE68CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô541~570¸¹,22.58,¦í,,,1050621,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040923,216.55,4,2,2,¦³,¦³,14700000,67883,©Y¹D¥­­±,47.8,0,,RPOOMLKLPHLFFDE87CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤E¦p¤@¸ô961~990¸¹,28.94,°Ó,,,1050612,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0711229,90.06,3,2,2,¦³,µL,2350000,26094,,0.0,0,Åv§Q¤H2¤H¡C§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPROMLOKPHLFFDE48CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô631~660¸¹,14.89,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041220,169.85,3,2,2,¦³,¦³,11200000,65941,©Y¹D¥­­±,44.86,0,,RPVNMLPKPHLFFDE88CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤å´­µó91~120¸¹,40.8,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì2,¤Q¤C¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020114,321.65999999999997,3,2,3,¦³,¦³,19200000,59690,©Y¹D¥­­±,60.16,0,,RPPPMLPJPHLFFDE38CA
¤T¥Á°Ï,¤g¦a,ÆW©÷¬q211~240¦a¸¹,322.65,¦í,,,1050604,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,73000000,226251,,0.0,0,,RPQNMLMKPHLFFDE08CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤j¼wµó61~90¸¹,23.68,¦í,,,1050518,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050216,191.18,4,2,2,¦³,¦³,10950000,57276,©Y¹D¥­­±,27.62,0,,RPQOMLMKPHLFFDE18CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¹©¦¨µó1~30¸¹,59.89,°Ó,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¥[±j¿j³y,0631019,150.6,8,1,9,¦³,µL,7960000,52855,,0.0,0,,RPXQMLLKPHLFFDE98CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï«Ø¿³¸ô419«Ñ1~30¸¹,16.52,°Ó,,,1050605,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980710,155.49,3,2,2,¦³,¦³,7880000,50679,©Y¹D¥­­±,0.0,0,,RPVPMLRJPHLFFDE56CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï³Í±Û¤@¸ô125«Ñ1~30¸¹,70.07,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0750404,179.3,7,2,3,¦³,µL,10200000,56888,,0.0,0,,RPWOMLPJPHLFFDE98CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤jÂ×¤@¸ô301~330¸¹,71.0,¦í,,,1050609,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0780121,209.34,4,2,4,¦³,µL,9500000,45381,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXOMLPJPHLFFDE09CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï½Ç©¾µó151~180¸¹,7.79,°Ó,,,1050615,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891211,74.72,2,2,1,¦³,¦³,3200000,42827,,0.0,0,,RPOOMLOJPHLFFDE08CA
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï«Ø¤u¸ô601~630¸¹,28.48,°Ó,,,1050612,¤g¦a2«Øª«1¨®¦ì2,¤T¼h¡A¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880721,224.52999999999997,4,2,3,¦³,¦³,8200000,36521,©Y¹D¥­­±,36.8,0,,RPPNMLPJPHLFFDE18CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·s¸Å¸ô361~390¸¹,1368.36,¤u,,,1050422,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¨£¨ä¥¦µn°O¨Æ¶µ,¤G¼h,¼t¿ì,¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,0951005,1031.04,0,0,0,µL,µL,132000000,128026,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPSOMLMJQHLFFCE28CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï©M¸qµó91~120¸¹,72.32,¦í,,,1050616,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¥[±j¿j³y,0620112,114.96,3,2,2,¦³,µL,4000000,34795,,0.0,0,¿Ë¤Í¶¡¶R½æ,RPQNMLSKPHLFFCE58CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï¤¤¦w¸ô571~600¸¹,72.0,°Ó,,,1050602,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0790119,225.85,4,1,4,¦³,µL,10000000,44277,,0.0,0,,RPQOMLSKPHLFFCE68CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eÂí°Ï³Í±Û¥|¸ô961~990¸¹,15.1,¦í,,,1050528,¤g¦a2«Øª«1¨®¦ì1,¤­¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940524,126.71000000000001,3,2,2,¦³,¦³,6400000,50509,©Y¹D¾÷±ñ,0.0,0,,RPVNMLQLPHLFFCE98CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï·ç¥_¸ô31~60¸¹,24.51,¦í,,,1050531,¤g¦a2«Øª«2¨®¦ì0,¤Q¤T¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0810225,197.66,4,2,2,¦³,¦³,6600000,33389,,0.0,0,,RPTOMLSLPHLFFCE09CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ï§»¥­¸ô421~450¸¹,7.37,°Ó,,,1050628,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031104,109.55,2,1,1,¦³,¦³,6070000,55372,©Y¹D¾÷±ñ,12.57,700000,,RPUNMLRJPHLFFCE78CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°ÏÂíªF¤@µó395«Ñ31~60¸¹,40.93,¦í,,,1050611,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0671024,58.85,3,2,1,¦³,µL,1220000,20731,,0.0,0,,RPPPMLMKPHLFFCE08CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤G¸t¤G¸ô301~330¸¹,23.65,¦í,,,1050607,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680822,75.66,3,2,1,¦³,µL,2600000,34364,,0.0,0,,RPQNMLNKPHLFFCE08CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï»ñºÖ¸ô1~30¸¹,25.02,¦í,,,1050615,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),,¿ûµ¬²V¾®¤g³y,0730424,72.95,3,2,1,¦³,µL,1300000,17820,,0.0,0,,RPWNMLNKPHLFFCE68CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï·H²ø¤»µó91~120¸¹,9.36,°Ó,,,1050620,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041002,84.06,2,1,2,¦³,¦³,3500000,41637,,0.0,0,,RPPOMLOJPHLFFCE08CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤¤µØ¤­¸ô969«Ñ2§Ë1~30¸¹,28.51,¨ä¥L,,,1050618,¤g¦a1«Øª«2¨®¦ì0,¥|¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830809,129.67000000000002,3,2,2,¦³,¦³,1988730,15337,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLPJPHLFFCE18CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤p´ä°Ïº~¥Á¸ô31~60¸¹,19.85,¦í,,,1050529,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041103,198.61,3,2,2,¦³,¦³,6800000,34238,©Y¹D¥­­±,22.51,0,,RPQOMLQJPHLFFCE38CA
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï°ê¥ú¸ô156«Ñ1~30¸¹,67.0,¦í,,,1050531,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0760226,156.51,3,1,3,¦³,µL,2329300,14883,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLRJPHLFFCE38CA
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï´ä¿³µó31~60¸¹,92.0,°Ó,,,1050616,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0771214,276.74,3,2,3,¦³,µL,3872400,13993,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLRJPHLFFCE48CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï¤¤¤s¤@¸ô1~30¸¹,2.12,°Ó,,,1050628,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0750509,26.02,1,0,1,¦³,¦³,1200000,46118,,0.0,0,,RPPNMLMLPHLFFBE87CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¤T¦h¥|¸ô121~150¸¹,85.25,°Ó,,,1050528,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡A¤­¼h¡AÃM¼Ó,¤­¼h,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0670721,354.55,0,5,4,¦³,µL,24000000,67691,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQNMLQKPHLFFBE28CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·s¿³°Ï·s¿³¸ô31~60¸¹,10.04,°Ó,,,1050627,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1040306,89.97,1,1,1,¦³,¦³,7380000,77925,¨ä¥L,5.53,800000,,RPUNMLSKPHLFFBE88CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï¤¤ªFµó181~210¸¹,14.47,°Ó,,,1050622,¤g¦a1«Øª«1¨®¦ì2,¤G¤Q¤T¼h,¤T¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,1030901,336.3,0,0,0,µL,¦³,29500000,87719,©Y¹D¥­­±,36.56,0,,RPPOMLMKPHLFFBE87CA
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï¤C½å¤G¸ô1~30¸¹,3.2,°Ó,,,1050617,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850622,41.95,1,1,1,¦³,¦³,1650000,39333,,0.0,0,,RPPPMLNKPHLFFBE08CA
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï¥¿¨¥¸ô61~90¸¹,19.42,¦í,,,1050602,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031103,194.47,3,2,2,¦³,¦³,12460000,64072,©Y¹D¥­­±,29.15,0,,RPWNMLOKPHLFFBE68CA
­d¶®°Ï,¤g¦a,ªL¼w©x¬q1051~1080¦a¸¹,237.0,¨ä¥L,,,1050625,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2616742,11041,,0.0,0,(¥]§t)¤½¦@³]¬I«O¯d¦a¤§¥æ©ö¡C,RPVNMLPJPHLFFBE58CA
