¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¥Á±Ú¸ô1~30¸¹,14.05,°Ó,,,1050506,¤g¦a2«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0731015,140.93,4,0,4,¦³,¦³,4000000,28383,,0.0,0,"¥»¶R½æ¥ó§t¥¼«O¦s¤§13»P14¼Ó¼W«Ø«Øª«,Âù¤èÄ³©w¤§¥¼«O¦s«Øª«¶R½æ»ù¬°400000¤¸¾ã",RPTOMLLLPHLFFAB87CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï«n¥­¸ô151~180¸¹,11.57,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830712,127.5,4,2,2,¦³,¦³,4700000,36863,,0.0,0,,RPXOMLLLPHLFFAB28CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï«H¸q«nµó91~120¸¹,15.42,¦í,,,1050529,¤g¦a5«Øª«2¨®¦ì0,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0851012,119.0,3,1,2,¦³,¦³,4500000,37815,,0.0,0,,RPQPMLLLPHLFFAB67CA
ªF°Ï,¤g¦a,©¾§µ¬q¤­¤p¬q1~30¦a¸¹,150.0,°Ó,,,1050603,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,14840000,98933,,0.0,0,,RPWNMLLLPHLFFAB08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤¯¸qµó61~90¸¹,15.44,¦í,,,1050517,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870518,146.26999999999998,3,1,1,¦³,¦³,6800000,46489,©Y¹D¾÷±ñ,7.76,0,,RPRPMLPLPHLFFAB18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤¯©M¸ô271~300¸¹,12.32,¦í,,,1050609,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830629,109.11,3,2,2,¦³,¦³,4800000,43992,©Y¹D¾÷±ñ,0.0,0,,RPQNMLSLPHLFFAB18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô781~810¸¹,10.24,¦í,,,1050525,¤g¦a2«Øª«1¨®¦ì1,¤E¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0931224,149.03,3,2,2,¦³,¦³,9280000,62269,©Y¹D¥­­±,27.0,0,,RPPOMLTLPHLFFAB28CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¬u·½µó1~30¸¹,21.75,¦í,,,1050611,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,,67.33,4,2,2,¦³,µL,1680000,24952,,0.0,0,,RPQQMLTLPHLFFAB58CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°ÏªF­^¤Q¤­µó271~300¸¹,141.0,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040519,212.99,4,2,3,¦³,µL,26500000,124419,,0.0,0,,RPRQMLTLPHLFFAB68CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¬ü§ø¸ô¤@¬q241~270¸¹,72.0,¦í,,,1050325,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0760807,226.07,3,3,3,¦³,µL,34000000,150396,,0.0,0,§t¼W«Ø,RPOOMLLJQHLFFAB27CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¬h¤tªF¸ô¤@¬q1~30¸¹,13.22,¦í,,,1050611,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0891031,117.38000000000001,3,2,2,¦³,¦³,5900000,50264,,0.0,0,,RPUPMLLJQHLFFAB97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï´I¤¯¨½´_¿³¸ô¤­¬q151~180¸¹,26.19,¦í,,,1050610,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701130,92.48,3,1,2,¦³,µL,3200000,34602,,0.0,0,,RPTPMLOKPHLFFAB18CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤­Åv¤Tµó331~360¸¹,30.3,¦í,,,1050604,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970828,211.75,4,2,2,¦³,¦³,12000000,56671,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLOKPHLFFAB57CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦V¤W«n¸ô¤@¬q31~60¸¹,20.71,¦í,,,1050601,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0710731,72.38,2,2,1,¦³,¦³,2700000,37303,,0.0,0,,RPRNMLOKPHLFFAB77CA
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¥Á±Ú¸ô151~180¸¹,94.0,°Ó,,,1050608,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0801005,154.04,0,0,0,µL,µL,25000000,162296,,0.0,0,,RPSOMLOJPHLFFAB87CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°ÏµØ¬ü¦èµó¤@¬q1~30¸¹,14.35,¦í,,,1050613,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0850610,204.72,2,2,2,¦³,¦³,9500000,46405,©Y¹D¥­­±,0.0,0,,RPWNMLLKPHLFFAB97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤­Åv«n¸ô481~510¸¹,5.16,¦í,,,1050528,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970121,67.15,2,2,2,¦³,¦³,3820000,56888,,0.0,0,,RPPPMLLKPHLFFAB47CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¤­Åv«n¸ô181~210¸¹,8.05,¦í,,,1050621,¤g¦a2«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970730,83.48,1,2,1,¦³,¦³,5250000,62889,©Y¹D¾÷±ñ,15.99,0,,RPSQMLLKPHLFFAB87CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤½¥¿¸ô61~90¸¹,17.51,¦í,,,1050530,¤g¦a1«Øª«1¨®¦ì1,¤Q¤E¼h,¤G¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0881208,237.4,5,2,4,¦³,¦³,27000000,113732,©Y¹D¥­­±,14.86,0,,RPTQMLLKPHLFFAB97CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°Ï¼Ö·~¸ô391~420¸¹,24.42,¦í,,,1050613,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040804,168.86,3,2,2,¦³,¦³,7600000,45008,©Y¹D¥­­±,0.0,0,,RPSOMLQJPHLFFAB08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤å¤ß«n¸ô721~750¸¹,7.97,¦í,,,1050521,¤g¦a2«Øª«1¨®¦ì0,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880702,69.24,2,2,1,¦³,¦³,3650000,52715,,0.0,0,,RPPNMLSJPHLFFAB87CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¦è¸ô181~210¸¹,76.0,°Ó,,,1050518,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0600421,118.8,5,2,3,¦³,µL,5181012,43611,,0.0,0,¤G¿Ëµ¥¥H¤º¿ËÄÝ¶¡¶R½æ®×¥ó,RPSNMLPJPHLFFAB87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«ªF°Ï¶i¤Æ¸ô211~240¸¹,21.0,¦í,,,1050525,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0880519,162.09,3,2,2,¦³,¦³,6350000,39176,,0.0,0,,RPXNMLPJPHLFFAB38CA
¤¤°Ï,¤g¦a,¤¤¼[¬q¤@¤p¬q31~60¦a¸¹,48.0,¦í,,,1050530,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5700000,118750,,0.0,0,,RPWOMLPJPHLFFAB38CA
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¤½¶é¸ô21¤§1~30¸¹,8.34,°Ó,,,1050614,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0580809,86.86,2,2,1,¦³,¦³,2250000,25904,,0.0,0,,RPVQMLLKPHLFFAB18CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤T¥Á¸ô¤@¬q50«Ñ1~30¸¹,2.04,¦í,,,1050620,¤g¦a2«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840113,26.53,1,1,1,¦³,¦³,600000,22616,,0.0,0,,RPPOMLMKPHLFFAB47CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï©¾©ú«n¸ô571~600¸¹,11.56,¦í,,,1050605,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0940602,129.97,3,2,2,¦³,¦³,7700000,59244,©Y¹D¥­­±,0.0,0,,RPWOMLNKPHLFFAB28CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤j·~¥_¸ô1~30¸¹,29.18,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0771221,142.52,3,2,2,¦³,¦³,8700000,61048,,0.0,0,,RPWOMLOKPHLFFAB38CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤j·~¥_¸ô1~30¸¹,27.75,¦í,,,1050523,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0771221,150.8,3,2,2,¦³,¦³,9100000,60345,©Y¹D¥­­±,0.0,0,,RPXOMLOKPHLFFAB48CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï«n¤Ù¸ô¤@¬q241~270¸¹,19.41,¦í,,,1050615,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870123,184.23,3,2,2,¦³,¦³,9620000,52217,©Y¹D¥­­±,0.0,0,,RPUQMLTLPHLFFAB98CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¥¿¸qµó2«Ñ1~30¸¹,169.45,¦í,,,1050426,¤g¦a8«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0590212,812.0,3,2,2,¦³,µL,9500000,11700,,0.0,0,,RPQNMLTLPHLFFAB28CA
¦è°Ï,¨®¦ì,»O¤¤¥«¦è°ÏµØ¬ü¦èµó¤@¬q151~180¸¹,1.81,¦í,,,1050618,¤g¦a0«Øª«0¨®¦ì1,¤T¼h,¤Q¤»¼h,¨ä¥L,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0860723,23.53,0,0,0,¦³,¦³,800000,,©Y¹D¥­­±,0.0,800000,³æ¿W¨®¦ì¥æ©ö¡C¼W­Èµ|10533¤¸¶R¤è¤ä¥I,RPPPMLQLPHLFFAB08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n°Ï¾ð¸q¨½ºÖ¥Ð¤­µó1~30¸¹,21.29,¦í,,,1050604,¤g¦a2«Øª«1¨®¦ì1,¤Q¤C¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041221,163.37,3,2,2,¦³,¦³,11600000,79444,©Y¹D¥­­±,33.09,1250000,,RPWPMLTKPHLFFAB98CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«ªF°ÏªF¥ú¸ô204¤§3«Ñ1~30¸¹,21.51,¦í,,,1050526,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0801005,116.54,4,1,1,¦³,¦³,4500000,38613,©Y¹D¾÷±ñ,16.47,0,,RPRNMLTKPHLFFAB28CA
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ïºë¸Û¸ô61~90¸¹,18.66,¦í,,,1050626,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830926,198.98999999999998,4,2,2,¦³,¦³,11000000,55279,©Y¹D¥­­±,0.0,0,,RPUNMLNJQHLFFAB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô¤T¬q1321~1350¸¹,21.21,¦í,,,1050608,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1041228,147.36,3,2,2,¦³,¦³,6938000,47082,©Y¹D¥­­±,25.81,0,,RPQRMLQJPHLFFBB28CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¨|¶©¸ô1~30¸¹,22.55,°Ó,,,1050604,¤g¦a1«Øª«1¨®¦ì1,¤G¤Q¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050122,226.60999999999999,4,2,2,¦³,¦³,16600000,78089,©Y¹D¥­­±,33.24,1500000,,RPRNMLRJPHLFFBB08CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¨|¶©¸ô1~30¸¹,18.04,°Ó,,,1050517,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050122,187.87,3,2,2,¦³,¦³,12600000,72431,©Y¹D¥­­±,33.24,1400000,,RPSNMLRJPHLFFBB18CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤T¥Á¸ô¤T¬q151~180¸¹,1.79,°Ó,,,1050622,¤g¦a4«Øª«1¨®¦ì0,¦a¤U¤@¼h,¤Q¤­¼h,¨ä¥L,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830430,20.08,0,0,0,µL,µL,433040,21566,,0.0,0,·å²«ª«¥ó¤§¥æ©ö¡C921¦a¾_§P­Ë¡A¦a¤U«ÇµLªk·À¥¢¡C,RPUQMLQJPHLFFBB58CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤T¥Á¸ô¤T¬q151~180¸¹,1.4,°Ó,,,1050622,¤g¦a4«Øª«1¨®¦ì0,¦a¤U¤@¼h,¤Q¤­¼h,¨ä¥L,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830430,15.7,0,0,0,µL,µL,308320,19638,,0.0,0,·å²«ª«¥ó¤§¥æ©ö¡C921¦a¾_§P­Ë¡A¦a¤U«ÇµLªk·À¥¢¡C,RPVQMLQJPHLFFBB68CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¿w¦æ¸ô358¤§1«Ñ31~60¸¹,9.99,¦í,,,1050614,¤g¦a1«Øª«1¨®¦ì0,¦a¤U¤@¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831101,50.39,1,1,1,¦³,¦³,1080000,21433,,0.0,0,,RPPQMLPJPHLFFBB97CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï­xºÖ¤C¸ô31~60¸¹,18.17,¦í,,,1050615,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1001111,109.34,2,2,1,¦³,¦³,5620000,51399,©Y¹D¾÷±ñ,0.0,0,,RPQQMLPJPHLFFBB08CA
¥_°Ï,¤g¦a,¤ô·½¬q211~240¦a¸¹,3.43,°Ó,,,1050621,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,800000,233236,,0.0,0,,RPVOMLQJPHLFFBB48CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏÀô¤ÓªF¸ô721~750¸¹,107.53,¦í,,,1050603,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021218,174.41,4,2,3,¦³,µL,15000000,86004,,0.0,0,,RPQNMLKKPHLFFBB37CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªF¥ú¸ô724«Ñ1~30¸¹,9.07,¦í,,,1050615,¤g¦a2«Øª«1¨®¦ì1,¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830512,82.98,2,1,1,¦³,¦³,3600000,43384,©Y¹D¾÷±ñ,0.0,0,,RPUOMLMKPHLFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¤ß¨½Ân¶§¸ô¤T¬q61~90¸¹,27.0,¦í,,,1050416,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0740515,97.89,3,1,2,¦³,µL,3650000,37287,,0.0,0,,RPTPMLMKPHLFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¶§¨½±ö¤tªF¸ô¤­¬q1~30¸¹,13.59,¦í,,,1050606,¤g¦a2«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880624,122.43,3,2,2,¦³,µL,6300000,51458,©Y¹D¾÷±ñ,0.0,0,,RPSQMLMKPHLFFBB08CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¶¶¤@µó31~60¸¹,20.14,¦í,,,1050605,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830614,171.24,3,2,2,¦³,¦³,10600000,61901,©Y¹D¥­­±,0.0,0,,RPXRMLMKPHLFFBB68CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤T¥Á¸ô¤T¬q151~180¸¹,1.4,°Ó,,,1050613,¤g¦a4«Øª«1¨®¦ì0,¦a¤U¤@¼h,¤Q¤­¼h,¨ä¥L,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830430,15.7,0,0,0,µL,µL,338320,21549,,0.0,0,·å²«ª«¥ó¤§¥æ©ö¡C921¦a¾_§P­Ë¡A¦a¤U«ÇµLªk·À¥¢¡C,RPXPMLLKPHLFFBB38CA
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏÂn¶§¸ô¤G¬q151~180¸¹,8.91,¦í,,,1050615,¤g¦a1«Øª«1¨®¦ì0,¤Q¥|¼h,¤Q¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0961231,72.96000000000001,1,1,1,¦³,¦³,4720000,64693,,0.0,0,¦³¤@¾÷¨®¦ì,RPPQMLOKPHLFFBB97CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤­±`µó361~390¸¹,2.86,°Ó,,,1050527,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,¤Q¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0971128,30.85,1,1,1,¦³,¦³,2380000,77147,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPOOMLKLPHLFFBB37CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏÀA²»¨½¥_¤Ù¸ô1~30¸¹,24.06,°Ó,,,1050527,¤g¦a3«Øª«1¨®¦ì0,¤­¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿û°©²V¾®¤g³y,0691021,149.31,2,1,3,¦³,¦³,5980000,40051,,0.0,0,,RPQNMLPLPHLFFBB97CA
